"","x"
"179","Edmonton, Alberta, Canada"
"180","Mexico D.F"
"181","Earth"
"182","Mineral de la Reforma, Hidalgo"
"183","SoCal"
"184","Pachuca Hidalgo"
"185","Florida"
"186","EN VENEZUELA"
"187","Michoacán de Ocampo, México"
"188","San Francisco, CA"
"189","Pennsylvania, USA"
"190","Vargas, Venezuela"
"191","United States"
"192","Hidalgo, México"
"193","West Point, UT"
"194","No. Central Missouri"
"195","Philadelphia, PA"
"196","Mérida, Yucatán"
"197","Corrientes, Argentina"
"198","Mexico"
"199","Valle de Aragón Norte, Ecatepe"
"200","Monterrey, Nuevo León Mexico"
"201","Florencia, Toscana"
"202","Caracas-Venezuela"
"203","México"
"204","Where Needed most"
"205","La Jolla, CA. USA"
"206","galicia"
"207","Dallas, TX"
"208","Ensenada, Baja California"
"209","Utah, USA"
"210","MÉXICO"
"211","Arlington, MA"
"212","Morelos, México"
"213","Lahore, Pakistan"
"214","Tijuana, Baja California"
"215","México"
"216","Ensenada B.C."
"217","Bordeaux, Aquitaine, France"
"218","Mérida, Yucatán"
"219","Claremont, CA, USA"
"220","Rockville, MD"
"221","Surf City, USA"
"222","Hermosillo,Sonora,México"
"223","Brisbane, Australia"
"224","Orlando, FL"
"225","Houston, TX"
"226","Australia"
"227","Ashland, OR, USA"
"228","Twin Peaks"
"229","Mexicali, B.C. México"
"230","USA"
"231","Finland"
"232","Montréal, Québec"
"233","Venezuela"
"234","Omaha, NE"
"235","Birmingham, Alabama"
"236","Scottsdale, AZ"
"237","Ann Arbor, MI"
"238","Burlington, VT"
"239","Pinellas Park, FL"
"240","U.S."
"241","Ottawa, Ontario"
"242","Central Iowa"
"243","Georgia, USA"
"244","Michigan"
"245","The SAV"
"246","scotland"
"247","Illinois, USA"
"248","Landes, Aquitaine"
"249","In the coop"
"250","Mérida, Yucatán, México"
"251","Prime Creator's house"
"252","Fort Thomas, KY"
"253","Boston, MA"
"254","United States"
"255","Wrightwood, CA"
"256","Ohio, USA"
"257","New Mexico, USA"
"258","Mérida Yucatán"
"259","Wisconsin"
"260","Columbus, OH"
"261","Mexico"
"262","North Dakota, USA"
"263","Mexico"
"264","Milford, OH"
"265","Durango, México"
"266","ireland"
"267","Mexicali, BC"
"268","Tijuana"
"269","Illinois, USA"
"270","Earth"
"271","Edmonton, Alberta"
"272","SoCal"
"273","Baltimore, MD"
"274","Omaha, NE"
"275","NoVA, USA"
"276","California, USA"
"277","Chapel Hill, NC"
"278","Maryland, USA"
"279","California, USA"
"280","Washington, DC"
"281","New York, NY"
"282","United States"
"283","Gainesville, FL"
"284","Kent, Ohio"
"285","Hammond, LA"
"286","Ana"
"287","Washington, DC"
"288","México city."
"289","Mexicali, Baja California"
"290","Mexicali, Baja California"
"291","Deutschland"
"292","Lincoln"
"293","North West. England"
"294","guatemala ,zacapa"
"295","United States"
"296","Madison, WI"
"297","Madison, WI"
"298","BDG"
"299","Celaya, Guanajuato"
"300","University of Texas at Austin"
"301","Niagara"
"302","Rotterdam, The Netherlands"
"303","In the barn!"
"304","Venezuela"
"305","Canada"
"306","New York City"
"307","Skedsmo, Norge"
"308","Merton"
"309","North Grafton Ma"
"310","Chicago, IL"
"311","Milan, MI"
"312","toronto"
"313","Montréal"
"314","Hungary"
"315","Mississippi State University"
"316","Mexico"
"317","Bogotá, D.C., Colombia"
"318","Washington, DC"
"319","México"
"320","Clarks Summit, PA"
"321","Alexandria, VA"
"322","Miguel Hidalgo"
"323","Miami, FL"
"324","Tallahassee, FL"
"325","Davis, CA"
"326","Cheshire"
"327","Virginia, USA"
"328","Hampshire"
"329","Roanoke, VA"
"330","EU"
"331","Hungary"
"332","Mansoura,Egypt-Beirut,Lebanon"
"333","Not Home"
"334","Sweden"
"335","London, England"
"336","Washington, D.C."
"337","México"
"338","México"
"339","Australia"
"340","Brooklyn, NY"
"341","austin tx"
"342","Cedar City, UT"
"343","Mexico City"
"344","NY & NJ"
"345","United States"
"346","Tijuana, Baja California"
"347","Tijuana, Baja California"
"348","South Carolina, USA"
"349","Calgary, Alberta"
"350","Saint-Denis, La Réunion"
"351","São Paulo, Brasil"
"352","New York"
"353","Mexico"
"354","CDMX"
"355","United States"
"356","Hungary"
"357","México D.F."
"358","Arizona, USA"
"359","Nassau, Bahamas"
"360","isla de pascua"
"361","Carolina"
"362","Carson City, NV"
"363","St Louis, MO"
"364","Charlottesville, VA"
"365","NYC"
"366","Pachuca de Soto, Hidalgo"
"367","México"
"368","United States"
"369","Baltimore, MD"
"370","Puerto Rico, USA"
"371","Distrito Federal, México"
"372","Connecticut, USA"
"373","Medicine Hat, Alberta"
"374","Minneapolis, MN"
"375","colpottertwitter@gmail.com"
"376","Houston, TX"
"377","Medicine Hat, AB, Canada"
"378","tepic nayarit"
"379","Los Angeles"
"380","Illinois, USA"
"381","Sin, México"
"382","Saint Paul, Minnesota"
"383","Atlanta, Georgia, USA"
"384","Crystal Springs, FL"
"385","Mexico"
"386","McHenry-Illinois"
"387","Houston, TX"
"388","México"
"389","New York, USA"
"390","United States"
"391","Mexico City"
"392","Mexicali, BC"
"393","Indiana, USA"
"394","Hays, KS"
"395","TEPIC NAYARIT MEXICO"
"396","Pennsylvania"
"397","USA"
"398","Rochester NY"
"399","Greeley, CO"
"400","Mexico"
"401","Mexico"
"402","Tropics"
"403","Los Angeles"
"404","Mexico"
"405","Bogotá, D.C., Colombia"
"406"," Australia"
"407","Iowa, USA"
"408","Panamá, Ciudad de Panamá"
"409","Barrie"
"410","Chicago, IL"
"411","San Antonio, TX"
"412","US"
"413","D/FW, TX | PRECINCT CHAIRWOMAN"
"414","Atlanta, GA"
"415","Minot, ND"
"416","Dallas, TX"
"417","New York, NY"
"418","Idaho"
"419","Thibodaux, LA"
"420","México, DF"
"421","San Luis Potosí, México"
"422","Greenwood, IN"
"423","México"
"424","Stockton, California, USA"
"425","Bogotá, Colombia"
"426","432Hz"
"427","Boston"
"428","Mexico"
"429","Texas, USA"
"430","Moorpark CA"
"431","New York, NY"
"432","Phoenix"
"433","Saltillo, Coahuila. "
"434","CELAYA GTO. MEXICO"
"435","Barcelona"
"436","Thorofare, NJ"
"437","Mooresville, NC"
"438","Sitka, AK"
"439","Near Worcester, MA"
"440","Minneapolis"
"441","Pachuca, Hgo."
"442","Ankeny, IA"
"443","Kitchener On"
"444","Providence, RI"
"445","INDIA"
"446","Lawrence, Kan."
"447","Lawrence, KS"
"448","North Dakota, USA"
"449","Lawrence, Kansas"
"450","Los Angeles, CA"
"451","México"
"452","Grand Rapids, MN"
"453","Minneapolis, MN"
"454","Edinburgh, Scotland"
"455","Aberdeen, SD"
"456","Aberdeen, SD"
"457","New York, USA"
"458","Kansas City, MO"
"459","Olathe, KS"
"460","London, England"
"461","Boston, MA"
"462","Illinois"
"463","México"
"464","Ohio, USA"
"465","Benito Juárez"
"466","Atlanta, GA"
"467","Mount Ayr, ia"
"468","United States"
"469","Hershey, PA"
"470","United States"
"471","Canada"
"472","Canada"
"473","LV426,The Pit,FireflyClassShip"
"474","Mexico"
"475","West Central Florida"
"476","Kitchener, Ontario"
"477","Kitchener, Ontario"
"478","Cambridge, Massachusetts"
"479","Missouri, USA"
"480","Netherlands"
"481","Sioux City, IA"
"482","Toronto"
"483","México"
"484","Chicago"
"485","DF"
"486","Texas, USA"
"487","Saint Louis"
"488","México, D.F. "
"489","Garfield, NJ"
"490","Ciudad de México"
"491","New York, USA"
"492","Venezuela"
"493","Charleston, WV"
"494","Arlington, VA"
"495","San Antonio, TX"
"496","Rockville, MD"
"497","Hamilton, NJ"
"498","Sparks, MD"
"499","New York, NY"
"500","Hungary"
"501","Washington, DC"
"502","San Luis Potosí, México"
"503","Chicago, IL"
"504","Ciudad Guzmán, Jalisco. Mx."
"505","Amsterdam, The Netherlands"
"506","Indonesia"
"507","Villas Albertistas, Zacatecas"
"508","Phoenix, AZ"
"509","Philadelphia Pennsylvania USA"
"510","U.S.A."
"511","Newark, Delaware"
"512","Midwest, USA"
"513","Hermosillo, Sonora"
"514","California, USA"
"515","Chicago"
"516","United States"
"517","Denial"
"518","Global"
"519","Pasadena CA"
"520","Tampa"
"521","United States"
"522","Boston MA & Adelaide Australia"
"523","Madrid, España"
"524","Texas"
"525","Houston, TX"
"526","Manhattan, NY"
"527","Oshkosh, Wisconsin"
"528","United States"
"529","Mexico"
"530","Fargo, ND"
"531","Omaha, NE"
"532","Istanbul, Turkey"
"533","Los Angeles, CA"
"534","Asheville, NC"
"535","San Diego, CA"
"536","Hamilton,On"
"537","Painesville, Ohio"
"538","Texas Medical Center, Houston"
"539","Brooklyn, NY"
"540","North Carolina, USA"
"541","Cleveland, Ohio"
"542","San Diego, CA"
"543","St Louis"
"544","Raleigh, NC"
"545","Norwalk, CT"
"546","Bridgeport, CT"
"547","Wilton, CT"
"548","San Diego, CA, USA"
"549","Pierre, SD"
"550","Ciudad de México, México"
"551","Tamaulipas, México"
"552","Hampton Roads, Virginia"
"553","Wisconsin, USA"
"554","California, Delaware"
"555","Kingston, Ontario"
"556","Wisconsin, USA"
"557","Cd. Victoria, MX"
"558","Chicago, IL"
"559","Monterrey"
"560","Belgium"
"561","Ohio, USA"
"562","Distrito Federal, México"
"563","Prato, Italy"
"564","Tecámac, México"
"565","Nebraska, USA "
"566","Bogotá, Colombia"
"567","Venezuela"
"568","North America"
"569","Newark, DE"
"570","Hermosillo, Sonora, México"
"571","tx"
"572","United States"
"573","South Coast"
"574","Atlanta, GA"
"575","Grand Rapids, MI"
"576","Ixtapaluca - Estado de México"
"577","Earth"
"578","FL 33309 USA <U+0001F1FA><U+0001F1F8>"
"579","Tlalpan, Distrito Federal"
"580","México"
"581","Washington, DC"
"582","Ireland"
"583","México"
"584","Canada"
"585","Toronto, Ontario"
"586","California"
"587","Monterrey, Nuevo León"
"588","Valhalla, NY"
"589","Panama"
"590","Roslyn, NY"
"591","Boston, MA"
"592","Decatur, GA"
"593","Louisville, KY"
"594","Washington, DC"
"595","San Luis Río Colorado, Sonora"
"596","Gainesville, FL"
"597","Istanbul, Türkiye"
"598","México"
"599","Bogotá, D.C., Colombia"
"600","New York"
"601","Blue pale dot"
"602","New York, NY"
"603","Everett, WA"
"604","Caracas"
"605","Los Angeles, CA"
"606","Lawrence, Kansas"
"607","Lansing, Michigan"
"608","Berkeley, CA"
"609","Mexico"
"610","San Luis Potosí, México"
"611","Estados Unidos"
"612","Panama"
"613","México"
"614","West Bloomfield Township, MI"
"615","Philadelphia, PA"
"616","Reynosa, Tamaulipas"
"617","Manuel Doblado, Guanajuato"
"618","London, UK"
"619","Texas, USA "
"620","Memphis, TN"
"621","Lafayette, IN"
"622","United States"
"623","Huejutla de Reyes, Hidalgo"
"624","Monterrey Mexico"
"625","Indianapolis, IN"
"626","Bismarck, ND"
"627","dallas texas"
"628","Tallahassee, FL"
"629","Earth "
"630","México"
"631","Missouri, USA"
"632","Sleepy Hollow, New York"
"633","University of Wyoming"
"634","Teziutlán, Puebla, México"
"635","Houston, TX"
"636","Waukesha, WI"
"637","Fara in Sabina (RI)"
"638","Washington, DC"
"639","New York, NY"
"640","Connecticut, USA"
"641","Houston, TX"
"642","London, England"
"643","Haute-Marne - France"
"644","Marco Island, FL"
"645","New York"
"646","Atlanta, GA"
"647","Hudson Valley, NY"
"648","Mexico city"
"649","Illinois"
"650","Alaska, USA"
"651","Clinton, IA"
"652","Albuquerque, N.M."
"653","Cincinnati, OH"
"654","Waterloo, IA"
"655","M(E)"
"656","Austell, GA"
"657","Tus ojeras"
"658","Vancouver, British Columbia"
"659","Mexico City"
"660","Texas, Our Texas"
"661","México"
"662","Mexico DF"
"663","Mexico"
"664","Leon, Mexico"
"665","Manhattan, New York "
"666","Not there yet "
"667","California, USA"
"668","san francisco"
"669","Shanghai,China"
"670","Lakewood co"
"671","KINGDOM OF GOD"
"672","Oaxaca de Juárez, Oaxaca"
"673","Australia"
"674","Oregon, USA"
"675","Seattle, WA"
"676","Canyon, TX"
"677","MX<U+0001F335>"
"678","New York"
"679","www.ciencia.cc"
"680","Elk Run Heights, IA"
"681","Veracruz, México."
"682","United States"
"683","mississippi, usa"
"684","Global Citizen"
"685","Los Angeles, CA"
"686","Santiago, Chile"
"687","Sinaloa | México"
"688","México"
"689","Valparaiso, IN"
"690","Culiacán, México"
"691","Berlin"
"692","19.157406,-96.11641"
"693","Kansas City, MO"
"694","Fort Smith, AR"
"695","Utah"
"696","Sinaloa"
"697","Puebla, México"
"698","Caracas- Venezuela. "
"699","Jefferson, WI"
"700","Baltimore, MD"
"701","Los Angeles, CA"
"702","Philadelphia, PA"
"703","Baltimore, MD"
"704","coldwater, ks"
"705","Boston, MA"
"706","Austin, TX"
"707","New York, NY"
"708","Pachuca, Hidalgo"
"709","United States"
"710","Iowa City, IA "
"711","International Website"
"712","Virginia Beach, VA"
"713","Salt Lake City, UT"
"714","México Lindo y qué herido"
"715","<U+13E3><U+13B3><U+13A9> & Mvskoke land (Athens, GA)"
"716","Orlando, FL"
"717","United States"
"718","SF Bay Area"
"719","Morelia, Michoacán"
"720","La Jolla, San Diego"
"721","Puebla, México"
"722","Edina, MN"
"723","Louisville, KY"
"724","Wisconsin, USA"
"725","Cleveland, OH"
"726","North Olmsted, Ohio"
"727","Chapel Hill"
"728","México"
"729","San Pedro Sula, Honduras"
"730","Boston"
"731","Portland, OR"
"732","Distrito Federal, México"
"733","CDMX"
"734","Las Vegas, NV"
"735","Tlalpan, Distrito Federal"
"736","Tuibin Ohlone land"
"737","USA"
"738","Mexico"
"739","Nova Scotia, Canada"
"740","Travis County"
"741","USA"
"742","Bogotá"
"743","Ciudad de México"
"744","México"
"745","Caracas"
"746","México, San Luis Potosí"
"747","Planeta tierra 40°26' N 3°41' "
"748","UAA"
"749","Plano, TX"
"750","New York, NY"
"751","México"
"752","Tegucigalpa, Honduras"
"753","Blanchester, OH"
"754","Nebraska"
"755","Knoxville, IA"
"756","Cultura pop"
"757","Australia"
"758","Ireland"
"759","New York, USA"
"760","Liverpool, England"
"761","Berks County, PA, USA"
"762","South Florida"
"763","Santiago de Chile"
"764","Wausau, WI"
"765","México lindo y querido."
"766","Wausau, WI"
"767","Lima"
"768","San Diego, CA"
"769","CO-MT-ND-SD-UT-WY"
"770","Philadelphia, PA"
"771","Halifax"
"772","Venezuela <U+269C><U+FE0F>"
"773","Hollywood, California, USA"
"774","PNW, United States"
"775","Bogotá "
"776","san nicolas de los garza N.L"
"777","Florida, USA"
"778","Santo Domingo, R. D."
"779","Pittsburgh, PA"
"780","ÜT: 8.626244,-71.088444"
"781","México"
"782","Austin,TX"
"783","Michigan, USA"
"784","Frisco, CO"
"785","New York"
"786","Fuera del mundo"
"787","Mirando al mar"
"788","Detroit, MI"
"789","Iztacalco, Distrito Federal"
"790","Arlington, VA"
"791","Médico Barquisimeto Lara "
"792","Sanford, FL"
"793","Madrid, Comunidad de Madrid"
"794","Texas, USA"
"795","Alaska/Idaho/Oregon/Washington"
"796","Washington, DC"
"797","Urbandale, IA"
"798","Minnesota, USA"
"799","Thorofare, NJ"
"800","Northern Hemisphere! PNW!"
"801","México, D. F."
"802","Roma y Barcelona"
"803","Kentucky, USA"
"804","Buenos Aires, Argentina"
"805","Las Vegas, NV"
"806","Phoenicia"
"807","Atlanta, GA"
"808","Antigo, WI"
"809","México D.F."
"810","New York"
"811","Toronto, Ontario"
"812","Inside the Beltway"
"813","México, Mérida"
"814","Raleigh, NC"
"815","United Kingdom"
"816","Boone, NC"
"817","México"
"818","Sevilla, España"
"819","Macondo"
"820","Costa Rica"
"821","LaGrange, IN   Sturgis, MI"
"822","chihuahua"
"823","mEXicO"
"824","Boston, MA"
"825","Monterrey"
"826","ATL"
"827","MELIPILLA"
"828","Distrito Federal, México"
"829","Hagerstown"
"830","Caracas Alto Apure Tachira"
"831","Kendallville, Indiana"
"832","Alajuela, Costa Rica"
"833","Puebla de la nogada"
"834","West Lafayette, IN"
"835","México"
"836","universo peyotiano "
"837","Monterrey, Nuevo León"
"838","México, D.F."
"839","Chicago, IL"
"840","Lake Forest, IL"
"841","Buenos Aires, Argentina"
"842","Bogota"
"843","Mexico"
"844","México"
"845","Cleveland, Ohio"
"846","Ecuador, El Oro, Machala"
"847","Rosario, Argentina"
"848","Madrid, España "
"849","South Lake Tahoe, CA"
"850","EstadioMonumental<U+2665>"
"851","Buenos Aires, Argentina"
"852","Burundi"
"853","Twin Falls, ID"
"854","Chicago, IL"
"855","England, United Kingdom"
"856","St. Paul, Minnesota"
"857","Cd. de Mexico"
"858","ciudad de mexico"
"859","Chihuahua, México"
"860","DF"
"861","Tijuana"
"862","Wisconsin, USA"
"863","México"
"864","Paraguay"
"865","Canada"
"866","Jamaica"
"867","Ciudad de México, México"
"868","Tulsa, OK"
"869","Highland Heights, Kentucky"
"870","Hampton Roads, VA"
"871","Amecameca, Estado de México"
"872","Earth "
"873","México"
"874","Estado de México"
"875","Santiago, <U+0001F1E8><U+0001F1F1>"
"876","Las Vegas, Nevada"
"877","Indianapolis, IN"
"878","Hermosillo, Sonora."
"879","New York City"
"880","Mauritania "
"881","Winter Haven, Fl"
"882","Washington, DC"
"883","At The Mall Duh<U+0001F4B2>"
"884","El Paso, TX"
"885","México "
"886","México, D.F."
"887","Santiago, Chile"
"888","Madrid, Comunidad de Madrid"
"889","Zacatecas, México"
"890","Córdoba, Veracruz"
"891","Maryland "
"892","Park Lane "
"893","Iowa, USA"
"894","Georgia, USA"
"895","Baltimore MD USA"
"896","Mexico City "
"897"," Tachira"
"898","Port Clinton, OH"
"899","Torreón, Comarca Lagunera"
"900","Hudson Valley, NY"
"901","Chilangolandia"
"902","Atlanta, Georgia "
"903","Saint Thomas, ND"
"904","Iowa City, IA"
"905","Colombia "
"906","Las Vegas, NV"
"907","COYOACAN"
"908","Europa"
"909","Ciudad Luminalia"
"910","ÜT: 9.911141,-67.356439"
"911","Veracruz de Ignacio de la Llave, México"
"912","Minneapolis"
"913","Greenwood Village, CO"
"914","Colorado"
"915","München, Bayern"
"916","Maryland, USA"
"917","Chicago, IL"
"918","Minnesota, USA"
"919","Venus "
"920","San Diego, CA"
"921","Mexico DF"
"922","San Francisco, CA"
"923","Monterrey, Nuevo León"
"924","Leawood, KS"
"925","United States"
"926","Denver, CO; Do and M, GER"
"927","Cincinnati, Ohio"
"928","Iowa City, IA"
"929","Tláhuac, Ciudad de Mexico"
"930","Cuenca, Ecuador"
"931","Phoenix, AZ"
"932","Castroville, TX"
"933","Caladan"
"934","North Carolina, USA"
"935","Tulsa, OK"
"936","Columbus, OH"
"937","Bogotá, D.C., Colombia"
"938","Lemont, IL "
"939","North Weymouth, MA"
"940","México"
"941","New York, NY"
"942","México"
"943","global"
"944","Bogotá, D.C., Colombia"
"945","Atlanta, GA"
"946","Providence, RI"
"947","Asuncion, Paraguay"
"948","Ciudad de México"
"949","Clinton, IA"
"950","Southeastern CT"
"951","Atizapan de Zaragoza"
"952","Durango, Mexico"
"953","North Kansas City Missouri"
"954","San Luis Potosí, México"
"955","Chicago, IL"
"956","Pensacola, FL"
"957","Santo Domingo"
"958","Culiacán, Sinaloa"
"959","ArakaMiAmor Ville. Parawhy"
"960","Islamic Republic of Iran"
"961","México D.F."
"962","Lakewood, CO"
"963","Querétaro, Querétaro Arteaga"
"964","Paraguay"
"965","Irapuato, Guanajuato"
"966","Jalisco, México"
"967","Fayetteville, NC"
"968","Halton Hills, Ontario"
"969","Houston, Texas"
"970","Allentown, PA"
"971","Atlanta"
"972","Atlanta, GA"
"973","Clay County, Missouri"
"974","Fresno, CA"
"975","Liberty, Missouri"
"976","Hell, MI"
"977","Panama "
"978","Mexico DF"
"979","Cd de México"
"980","Insularizado"
"981","Distrito Federal, México"
"982","leoti KS"
"983","México lindo y querido "
"984","Mérida, Yucatán"
"985","Bora Bora"
"986","Newark, Delaware"
"987","Santiago, Chile"
"988","Mexico"
"989","Hermosillo, Sonora"
"990","Chile"
"991","St Louis, MO"
"992","Aqui o/"
"993","Privet Drive #4"
"994","México"
"995","Colorado, USA"
"996","Oaxaca esquina Guerrero."
"997","Frederick, MD"
"998","Tabasco, México."
"999","Mexico"
"1000","Chicago, IL"
"1001","Godric's Hollow"
"1002","Maryland"
"1003","Washington, DC"
"1004","Virginia, USA"
"1005","NCC-1701 USS Enterprise"
"1006","American University of Beirut"
"1007","Hermosillo, Sonora"
"1008","Mérida-Venezuela"
"1009","Chicago, IL"
"1010","Pittsburgh, PA"
"1011","La Serena, Chile"
"1012","Giussano, MB"
"1013","TX"
"1014","Houston, TX"
"1015","Richmond, VA"
"1016","United States"
"1017","Toronto"
"1018","Panamá"
"1019","México"
"1020","New Hampshire, USA"
"1021","Ligonier, Pennsylvania"
"1022","Atlanta, GA"
"1023","Charlottesville, VA"
"1024","Costa Rica"
"1025","Buenos Aires, Argentina"
"1026","México"
"1027","Mérida, Venezuela"
"1028","<U+B300><U+D55C><U+BBFC><U+AD6D>"
"1029","Zapopan Jalisco Mexico"
"1030","Shan-gri-La "
"1031","Santiago de León de Caracas"
"1032","MEXICO"
"1033","Santiago, Chile"
"1034","León, Guanajuato"
"1035","Estando aquí no estoy"
"1036","Chile"
"1037","Chile . La Serena."
"1038","Seville, Spain"
"1039","Grand Rapids, MI"
"1040","Minneapolis, MN USA"
"1041","Guadalajara, Jalisco"
"1042"," LI, NY"
"1043","HQ - NYC"
"1044","Cartagena, Spain"
"1045","Argentina. "
"1046","Generalmente Mi casa"
"1047","Wisconsin, USA"
"1048","Ubicación Aquí"
"1049","Aroa"
"1050","Tu mente, woosh."
"1051","Madrid"
"1052","Galway, Ireland"
"1053","México"
"1054","US"
"1055","Illes balears"
"1056","Ciudad de Mexico"
"1057","Tabarnia"
"1058","Pozuelo de Alarcón, Spain"
"1059","Kepler-438b"
"1060","León, Spain"
"1061","Washington DC"
"1062","Warwick, England"
"1063","Jalapa, Tabasco."
"1064","Wilkes Barre, PA"
"1065","United States"
"1066","Guerrero, México"
"1067","Hermosillo, Sonora. "
"1068","Valencia, España"
"1069","México"
"1070","Mankato, MN"
"1071","Peru"
"1072","Luque - Paraguay"
"1073","Highlands Ranch, CO"
"1074","San Luis Potosí"
"1075","Hermosillo,Sonora"
"1076","Xalapa, Veracruz"
"1077","Vera Cruz"
"1078","México"
"1079","Mexico City, CDMX"
"1080","Campeche, México"
"1081","Sherwood No. 159, Saskatchewan"
"1082","Eme e acento erre i de y a,Yuc"
"1083","Distrito Federal, México"
"1084","Valley of the Sun"
"1085","planeta tierra"
"1086","Múzquiz, Coahuila de Zaragoza"
"1087","Sonora, México"
"1088","Acapulco de los narcoatentados"
"1089","Gießen, Hessen"
"1090","Guadalajara, Jalisco"
"1091","El Rincón de tu Corazón."
"1092","Miranda, Venezuela"
"1093","México"
"1094","Mty, NL, México"
"1095","México"
"1096","Mérida, Yucatán"
"1097","Davenport, IA"
"1098","San Nicolás de los Garza, Nuev"
"1099","México"
"1100","San Diego, California"
"1101","Monteria"
"1102","Distrito Federal, México"
"1103","Ciudad de México"
"1104","Nayarit, México"
"1105","Las Cruces, El Tabo"
"1106","Chile - south america"
